customer_id,initial_loan,days_since_loan,ontime_pct,num_increases,total_profit,risk_tier,eligible,remaining_capacity,ontime_norm,loan_norm,risk_score,uptake_prob,uptake_prob_adj,expected_npv,default_rate,avg_increases
9776,4052,268,94.18,0,0,Near-Prime,True,6,0.7090000000000003,0.8105621124224845,0.5531313662732549,0.7951807228915665,0.7315662650602412,-1174.0523340290133,0.435,3.5166666666666666
1125,3802,221,88.9,0,0,Near-Prime,True,6,0.4450000000000003,0.7605521104220844,0.38333436687337485,0.6018237082066872,0.5536778115501523,-777.1075227390722,0.31333333333333335,2.8233333333333333
28161,4482,273,90.44,0,0,Near-Prime,True,6,0.5219999999999999,0.8965793158631726,0.3964262052410481,0.6643437862950057,0.6111962833914053,-1032.7146027674257,0.34833333333333333,3.12
24531,2100,222,90.5,4,80,Near-Prime,True,2,0.525,0.42008401680336066,0.5414747949589918,0.6666666666666666,0.6133333333333333,-145.20155623814486,0.11666666666666667,1.2316666666666667
23008,1083,155,89.73,4,80,Near-Prime,True,2,0.4865000000000002,0.21664332866573316,0.5755570014002802,0.6362288763711831,0.5853305662614885,-66.22277374617221,0.12666666666666668,1.1433333333333333
16298,1281,360,89.37,0,0,Near-Prime,True,6,0.46850000000000025,0.25625125025005,0.5510746249249852,0.621516332034762,0.571795025471981,-215.10925156228043,0.33166666666666667,2.8983333333333334
29231,1104,251,92.06,0,0,Near-Prime,True,6,0.6030000000000001,0.22084416883376676,0.65584674934987,0.7243483083749308,0.6664004437049363,-199.99584606475375,0.38,3.3066666666666666
7164,729,217,91.66,5,120,Near-Prime,True,1,0.5829999999999999,0.14582916583316663,0.6643512502500499,0.7100392596747054,0.653236118900729,-12.738484240487391,0.065,0.685
22925,2684,215,89.64,4,80,Near-Prime,True,2,0.48200000000000004,0.5369073814762952,0.4763277855571114,0.6325802615933412,0.581973840665874,-266.6114921441054,0.14833333333333334,1.1416666666666666
6845,3867,332,89.23,4,80,Near-Prime,True,2,0.4615000000000002,0.7735547109421884,0.39098358671734357,0.615708696960578,0.5664520012037317,-326.72264629164215,0.12333333333333334,1.1216666666666666
3759,3058,341,88.78,3,40,Near-Prime,True,3,0.43900000000000006,0.6117223444688937,0.4237832966593319,0.5967053081147041,0.5489688834655279,-360.8154660595567,0.17833333333333334,1.565
14758,4124,174,91.43,3,40,Near-Prime,True,3,0.5715000000000003,0.8249649929985997,0.4525605021004203,0.7016652554332489,0.645532034998589,-525.1138236847636,0.18833333333333332,1.8116666666666668
21758,4685,196,91.05,3,40,Near-Prime,True,3,0.5524999999999999,0.9371874374874976,0.4055937687537506,0.687589158345221,0.6325820256776034,-655.2746604788679,0.20166666666666666,1.78
1876,3867,38,90.0,5,120,Near-Prime,False,1,0.5,0.7735547109421884,0.41793358671734343,0.6470588235294118,0.5952941176470589,0.0,0.0,0.0
17012,1430,193,88.95,0,0,Near-Prime,True,6,0.4475000000000001,0.28605721144228846,0.5274328365673135,0.6039453717754174,0.555629742033384,-228.02191531111268,0.31,2.8783333333333334
7971,2331,238,90.12,0,0,Near-Prime,True,6,0.5060000000000002,0.4662932586517303,0.514312022404481,0.6518171160609615,0.5996717467760846,-480.8763628780054,0.3416666666666667,3.0233333333333334
7376,574,275,91.03,3,40,Near-Prime,True,3,0.5515000000000001,0.11482296459291859,0.6516031106221245,0.6868398515558094,0.6318926634313446,-28.666359591392,0.2,1.7416666666666667
12432,4111,292,94.07,0,0,Near-Prime,True,6,0.7034999999999997,0.8223644728945789,0.5457406581316261,0.7916995009193588,0.7283635408458101,-1064.8424516370492,0.39666666666666667,3.61
24863,2285,236,91.01,0,0,Near-Prime,True,6,0.5505000000000002,0.45709141828365674,0.5482225745149031,0.6860896886603829,0.6312025135675523,-517.6937745445615,0.37333333333333335,3.19
11846,1801,44,89.87,0,0,Near-Prime,False,6,0.4935000000000002,0.36027205441088217,0.5373683836767355,0.6418659580749928,0.5905166814289934,0.0,0.0,0.0
29943,3745,289,93.25,0,0,Near-Prime,True,6,0.6625,0.7491498299659932,0.539005051010202,0.7651006711409396,0.7038926174496645,-925.1184157692626,0.38,3.4766666666666666
22546,3075,144,93.56,0,0,Near-Prime,True,6,0.6780000000000002,0.615123024604921,0.5900630926185237,0.7752928647497338,0.7132694355697551,-719.2565283100658,0.37333333333333335,3.578333333333333
7832,1269,106,89.55,0,0,Near-Prime,True,6,0.47749999999999987,0.2538507701540308,0.5580947689537906,0.6289120715350223,0.5785991058122205,-169.67036684829267,0.28833333333333333,2.9616666666666664
27755,2890,133,91.05,5,120,Near-Prime,True,1,0.5524999999999999,0.5781156231246249,0.5133153130626124,0.687589158345221,0.6325820256776034,-142.54507692971325,0.07333333333333333,0.645
2349,4463,332,94.45,0,0,Near-Prime,True,6,0.7225000000000001,0.8927785557111422,0.5379164332866574,0.8036410923276984,0.7393498049414826,-1178.9181148053065,0.3983333333333333,3.598333333333333
11266,4571,219,88.01,0,0,Near-Prime,True,6,0.40050000000000024,0.914382876575315,0.30603513702740565,0.5629490784129961,0.5179131521399565,-882.3144899658051,0.2916666666666667,2.7066666666666666
8114,4777,114,94.16,5,120,Near-Prime,True,1,0.7079999999999999,0.9555911182236447,0.5089226645329065,0.7945492662473793,0.730985324947589,-252.75479893913618,0.075,0.7383333333333333
21201,1184,131,89.14,4,80,Near-Prime,True,2,0.457,0.2368473694738948,0.5488457891578316,0.611949305974653,0.5629933614966808,-65.8223979376886,0.115,1.115
6152,4003,289,92.46,3,40,Near-Prime,True,3,0.6229999999999997,0.8007601520304061,0.49587195439087794,0.7383433900164562,0.6792759188151397,-585.6805828688093,0.215,1.945
21700,954,290,93.95,3,40,Near-Prime,True,3,0.6975000000000001,0.1908381676335267,0.730998549709942,0.787878787878788,0.724848484848485,-87.7318340805097,0.215,2.006666666666667
8751,2043,192,92.6,0,0,Near-Prime,True,6,0.6299999999999997,0.40868173634726945,0.6183954790958188,0.7431693989071037,0.6837158469945354,-396.41841741472655,0.34,3.4183333333333334
2091,4163,246,93.29,0,0,Near-Prime,True,6,0.6645000000000003,0.8327665533106622,0.5153200340068015,0.7664253150978817,0.7051112898900512,-1078.0640502937968,0.3933333333333333,3.465
2426,3541,356,93.24,5,120,Near-Prime,True,1,0.6619999999999997,0.7083416683336667,0.5508974994998997,0.764769065520945,0.7035875402792695,-181.33324962211375,0.075,0.7216666666666667
5155,4735,270,88.81,4,80,Near-Prime,True,2,0.4405000000000001,0.9471894378875775,0.3241931686337268,0.5979884181651937,0.5501493447119782,-356.24498283406814,0.10833333333333334,1.065
22901,2752,266,93.86,0,0,Near-Prime,True,6,0.693,0.5505101020204041,0.6199469693938787,0.7849973586899102,0.7221975699947174,-663.6307955564657,0.3883333333333333,3.5616666666666665
18971,946,18,88.59,4,80,Near-Prime,False,2,0.42950000000000016,0.1892378475695139,0.5438786457291459,0.5885240871432956,0.541442160171832,0.0,0.0,0.0
29677,2898,17,90.19,0,0,Near-Prime,False,6,0.5094999999999998,0.5797159431886377,0.4827352170434085,0.6545773618016963,0.6022111728575607,0.0,0.0,0.0
7034,4766,255,90.55,0,0,Near-Prime,True,6,0.5274999999999999,0.9533906781356272,0.3832327965593117,0.6685962373371923,0.615108538350217,-1102.3604668350024,0.345,3.135
27583,1550,234,92.36,0,0,Near-Prime,True,6,0.618,0.3100620124024805,0.6395813962792558,0.7348734873487348,0.676083608360836,-298.2525645733977,0.36,3.365
23891,2429,94,89.31,3,40,Near-Prime,True,3,0.46550000000000014,0.48589717943588717,0.48008084616923397,0.6190333233263285,0.5695106574602223,-288.4987710974437,0.185,1.5583333333333333
21770,1189,138,90.86,0,0,Near-Prime,True,6,0.5429999999999999,0.2378475695139028,0.6087457291458291,0.6804360298336202,0.6260011474469306,-184.7971131721892,0.33166666666666667,3.1816666666666666
27778,2352,136,93.45,0,0,Near-Prime,True,6,0.6725000000000001,0.47049409881976395,0.6296017703540708,0.7716955941255007,0.7099599465954607,-607.2443485102405,0.41833333333333333,3.4433333333333334
23381,3588,191,88.75,4,80,Near-Prime,True,2,0.4375,0.717743548709742,0.39092693538707735,0.5954198473282443,0.5477862595419848,-360.9132970423185,0.14333333333333334,1.025
7977,2855,355,88.51,0,0,Near-Prime,True,6,0.42550000000000027,0.5711142228445689,0.4265157331466295,0.5850507536142727,0.538246693325131,-524.0336833511166,0.29833333333333334,2.8366666666666664
30583,3045,67,88.8,0,0,Near-Prime,True,6,0.43999999999999984,0.6091218243648729,0.425263452690538,0.597560975609756,0.5497560975609755,-547.7580686882202,0.29,2.9183333333333334
9518,3044,260,93.25,0,0,Near-Prime,True,6,0.6625,0.6089217843568714,0.5810734646929385,0.7651006711409396,0.7038926174496645,-778.7015226842576,0.40166666666666667,3.4516666666666667
9235,4784,58,90.07,0,0,Near-Prime,False,6,0.5034999999999996,0.956991398279656,0.3653525805161029,0.6498385676548281,0.5978514822424419,0.0,0.0,0.0
20695,2790,52,91.69,0,0,Near-Prime,False,6,0.5844999999999999,0.5581116223244649,0.5417165133026605,0.7111235640235359,0.6542336789016531,0.0,0.0,0.0
13359,864,121,90.93,5,120,Near-Prime,True,1,0.5465000000000003,0.17283456691338267,0.6306996299259855,0.683080446607501,0.6284340108789009,-28.415721635020454,0.075,0.64
1351,2179,321,94.06,0,0,Near-Prime,True,6,0.7030000000000001,0.4358871774354871,0.6613338467693539,0.791382028376248,0.7280714661061483,-513.142395753632,0.39666666666666667,3.57
17358,2060,198,93.66,3,40,Near-Prime,True,3,0.6829999999999998,0.41208241648329663,0.6544752750550109,0.7785448751991502,0.7162612851832182,-280.65082411627697,0.22333333333333333,2.005
29032,3712,229,92.68,4,80,Near-Prime,True,2,0.6340000000000003,0.7425485097019404,0.5210354470894181,0.745910577971647,0.6862377317339152,-370.36345864900636,0.14666666666666667,1.3633333333333333
30094,3868,151,93.63,5,120,Near-Prime,True,1,0.6814999999999998,0.7737547509501901,0.5449235747149428,0.7775710868987509,0.7153653999468509,-205.93040620203053,0.07666666666666666,0.71
9907,2025,135,90.62,0,0,Near-Prime,True,6,0.5310000000000002,0.40508101620324066,0.550175695139028,0.6712882726747547,0.6175852108607743,-403.06674124401775,0.3416666666666667,3.135
18735,3840,8,93.17,4,80,Near-Prime,False,2,0.6585000000000001,0.7681536307261452,0.5305039107821565,0.7624428302394405,0.7014474038202853,0.0,0.0,0.0
13301,3411,10,92.85,0,0,Near-Prime,False,6,0.6424999999999997,0.6823364672934586,0.5450490598119622,0.7516960651289007,0.6915603799185888,0.0,0.0,0.0
14715,1141,219,93.81,5,120,Near-Prime,True,1,0.6905000000000001,0.22824564912982598,0.7148763052610523,0.7833906373975139,0.7207193864057129,-42.87107004178227,0.07666666666666666,0.7233333333333334
23910,4651,35,94.98,0,0,Near-Prime,False,6,0.7490000000000002,0.9303860772154431,0.5451841768353671,0.8199076449461263,0.7543150333504363,0.0,0.0,0.0
12577,2090,355,90.35,4,80,Near-Prime,True,2,0.5174999999999997,0.41808361672334465,0.5368249149829964,0.6608442503639008,0.6079767103347887,-128.2042434125537,0.10666666666666667,1.21
25169,4706,212,91.5,0,0,Near-Prime,True,6,0.575,0.9413882776555311,0.42008351670334065,0.704225352112676,0.647887323943662,-1047.7675571952454,0.33666666666666667,3.2983333333333333
11415,4164,64,91.68,0,0,Near-Prime,True,6,0.5840000000000003,0.8329665933186637,0.45891002200440106,0.7107623318385653,0.6539013452914801,-1027.5239364931797,0.37333333333333335,3.2333333333333334
7670,4741,94,93.8,5,120,Near-Prime,True,1,0.6899999999999998,0.9483896779355871,0.4984830966193237,0.783068783068783,0.7204232804232804,-251.62749944882808,0.075,0.7133333333333334
1337,1512,292,92.65,0,0,Near-Prime,True,6,0.6325000000000003,0.3024604920984197,0.6520118523704742,0.7448840381991816,0.6852933151432471,-351.14648347789233,0.41333333333333333,3.3116666666666665
1737,1641,314,94.57,0,0,Near-Prime,True,6,0.7284999999999997,0.3282656531306261,0.7114703040608119,0.8073632356753951,0.7427741768213636,-368.0948958690561,0.405,3.595
12427,3862,344,94.64,0,0,Near-Prime,True,6,0.732,0.7725545109021804,0.5806336467293458,0.8095238095238095,0.7447619047619048,-969.5776214662656,0.38666666666666666,3.6416666666666666
5171,749,58,92.82,0,0,Near-Prime,False,6,0.6409999999999997,0.14982996599319864,0.7037510102020401,0.7506789788158608,0.6906246605105919,0.0,0.0,0.0
19987,602,22,93.18,3,40,Near-Prime,False,3,0.6590000000000004,0.12042408481696339,0.7251727745549112,0.7627756858526091,0.7017536309844005,0.0,0.0,0.0
11216,3920,17,90.23,0,0,Near-Prime,False,6,0.5115000000000002,0.7841568313662732,0.42280295059011813,0.6561495763949753,0.6036576102833773,0.0,0.0,0.0
5681,1598,117,89.27,0,0,Near-Prime,True,6,0.4634999999999998,0.3196639327865573,0.5285508201640327,0.6173730087165613,0.5679831680192364,-240.24270222824475,0.29,2.9433333333333334
18333,3881,87,93.75,4,80,Near-Prime,True,2,0.6875,0.7763552710542109,0.5483434186837367,0.7814569536423841,0.7189403973509934,-388.60994999682254,0.14666666666666667,1.405
7814,1783,232,89.46,3,40,Near-Prime,True,3,0.4729999999999997,0.3566713342668534,0.5240985997199438,0.6252241482367003,0.5752062163777643,-205.28222893097313,0.19333333333333333,1.675
27343,4441,7,94.8,3,40,Near-Prime,False,3,0.7399999999999999,0.888377675535107,0.5514866973394678,0.8144329896907215,0.7492783505154639,0.0,0.0,0.0
11317,3457,103,88.89,0,0,Near-Prime,True,6,0.4445,0.6915383076615323,0.4036885077015403,0.6013986013986015,0.5532867132867134,-631.9059033467665,0.2916666666666667,2.9516666666666667
15993,4260,178,89.53,4,80,Near-Prime,True,2,0.47650000000000003,0.8521704340868174,0.3778988697739548,0.6280942439606323,0.5778467044437817,-293.6206610686236,0.10166666666666667,1.12
17753,1184,279,94.99,5,120,Near-Prime,True,1,0.7494999999999997,0.2368473694738948,0.7535957891578313,0.8202103103359835,0.7545934855091048,-44.00873550441562,0.07666666666666666,0.76
27481,3133,191,91.1,5,120,Near-Prime,True,1,0.5549999999999997,0.6267253450690138,0.5004823964792957,0.6894586894586893,0.6343019943019942,-140.42005260315474,0.06666666666666667,0.6316666666666667
9688,4523,249,93.3,0,0,Near-Prime,True,6,0.6649999999999998,0.9047809561912382,0.49406571314262837,0.7667560321715817,0.7054155495978552,-1056.9710588286318,0.3566666666666667,3.49
2006,4533,91,94.83,5,120,Near-Prime,True,1,0.7414999999999999,0.9067813562712542,0.5470155931186236,0.8153489569920165,0.7501210404326552,-208.12280934869958,0.06666666666666667,0.7566666666666667
14785,4546,225,90.56,0,0,Near-Prime,True,6,0.5280000000000001,0.909381876375275,0.3967854370874176,0.6689814814814816,0.6154629629629631,-1087.2426801073489,0.36,3.13
21115,1540,34,90.64,5,120,Near-Prime,False,1,0.532,0.3080616123224645,0.5799815163032607,0.6720554272517322,0.6182909930715936,0.0,0.0,0.0
23119,1556,53,92.24,0,0,Near-Prime,False,6,0.6119999999999998,0.3112622524504901,0.6350213242648528,0.7306843267108166,0.6722295805739513,0.0,0.0,0.0
9716,634,215,88.82,0,0,Near-Prime,True,6,0.44099999999999967,0.1268253650730146,0.5706523904780954,0.5984156002437535,0.5505423522242533,-57.19424025097192,0.3283333333333333,2.888333333333333
13429,1814,4,89.14,5,120,Near-Prime,False,1,0.457,0.36287257451490296,0.5110382276455291,0.611949305974653,0.5629933614966808,0.0,0.0,0.0
22043,2043,131,92.21,4,80,Near-Prime,True,2,0.6104999999999997,0.40868173634726945,0.6047454790958189,0.7296326981496822,0.6712620822977077,-190.4834367011848,0.15,1.31
22071,2104,177,91.54,0,0,Near-Prime,True,6,0.5770000000000003,0.42088417683536705,0.5776347469493901,0.7056837366347779,0.6492290377039956,-405.4511668317839,0.335,3.31
24731,960,267,91.01,4,80,Near-Prime,True,2,0.5505000000000002,0.1920384076815363,0.6277384776955393,0.6860896886603829,0.6312025135675523,-57.30947956268917,0.135,1.23
30781,523,240,93.57,0,0,Near-Prime,True,6,0.6784999999999997,0.10462092418483697,0.7435637227445486,0.7756188448229968,0.7135693372371571,-37.89744160769964,0.4,3.5383333333333336
2541,4896,142,89.26,0,0,Near-Prime,True,6,0.46300000000000024,0.9793958791758351,0.33028123624724964,0.6169573060733616,0.5676007215874928,-1035.3965314534885,0.31666666666666665,2.925
8609,3916,336,91.51,4,80,Near-Prime,True,2,0.5755000000000002,0.7833566713342669,0.46784299859972006,0.7045902562658408,0.6482230357645736,-363.84656207366334,0.135,1.2233333333333334
10244,847,126,91.59,5,120,Near-Prime,True,1,0.5795000000000001,0.16943388677735546,0.6548198339667934,0.7075021073335208,0.6509019387468392,-27.554050185531597,0.075,0.6366666666666667
28298,3759,346,89.83,5,120,Near-Prime,True,1,0.49149999999999994,0.7519503900780156,0.41846488297659523,0.6402601241501625,0.5890393142181496,-203.77428395849802,0.07666666666666666,0.5983333333333334
4143,3508,359,94.4,0,0,Near-Prime,True,6,0.7200000000000003,0.7017403480696139,0.593477895579116,0.8020833333333335,0.7379166666666669,-832.5150977127456,0.375,3.743333333333333
28988,3886,335,88.66,5,120,Near-Prime,True,1,0.43299999999999983,0.7773554710942189,0.36989335867173423,0.5915492957746478,0.544225352112676,-141.17417708977484,0.05333333333333334,0.5666666666666667
27320,4123,20,88.19,3,40,Near-Prime,False,3,0.40949999999999986,0.8247649529905982,0.33922051410282045,0.5709847778813295,0.5253059956508231,0.0,0.0,0.0
14185,1769,326,90.36,4,80,Near-Prime,True,2,0.518,0.353870774154831,0.5564387677535507,0.6612339930151339,0.6083352735739231,-152.86178206368578,0.14166666666666666,1.1683333333333332
15270,2545,192,89.32,0,0,Near-Prime,True,6,0.46599999999999964,0.5091018203640728,0.4734694538907779,0.6194477791116444,0.5698919567827129,-483.8185973969562,0.31333333333333335,2.905
5489,2551,297,88.6,0,0,Near-Prime,True,6,0.4299999999999997,0.5103020604120824,0.4479093818763751,0.5889570552147236,0.5418404907975458,-486.61289662183776,0.31166666666666665,2.84
13187,2898,17,93.87,4,80,Near-Prime,False,2,0.6935000000000002,0.5797159431886377,0.6115352170434087,0.7853181938209666,0.7224927383152893,0.0,0.0,0.0
12304,2933,155,91.16,0,0,Near-Prime,True,6,0.5579999999999998,0.5867173434686938,0.5145847969593917,0.6916951080773606,0.6363594994311718,-649.5526714802216,0.3516666666666667,3.185
20033,2132,250,90.9,0,0,Near-Prime,True,6,0.5450000000000003,0.4264852970594119,0.5535544108821766,0.6819484240687681,0.6273925501432667,-432.9937756309559,0.345,3.195
10357,1913,311,90.16,5,120,Near-Prime,True,1,0.5079999999999998,0.3826765353070614,0.5407970394078814,0.6533957845433254,0.6011241217798594,-93.74467071821613,0.07666666666666666,0.5983333333333334
25732,3059,67,93.78,0,0,Near-Prime,True,6,0.6890000000000001,0.6119223844768954,0.5987232846569314,0.7824245632609846,0.7198305982001059,-851.3016857479258,0.43333333333333335,3.5516666666666667
22065,2218,19,93.22,0,0,Near-Prime,False,6,0.6609999999999999,0.4436887377475495,0.6295933786757351,0.7641053197205803,0.7029768941429339,0.0,0.0,0.0
9923,1703,297,91.86,3,40,Near-Prime,True,3,0.593,0.3406681336267253,0.6128995599119824,0.7172336865588399,0.6598549916341327,-190.01075855803117,0.195,1.8266666666666667
2597,4423,50,91.92,0,0,Near-Prime,False,6,0.5960000000000001,0.8847769553910783,0.45176691338267655,0.7193763919821827,0.6618262806236082,0.0,0.0,0.0
18468,602,242,91.58,5,120,Near-Prime,True,1,0.579,0.12042408481696339,0.669172774554911,0.7071388420460932,0.6505677346824058,-11.970106541920664,0.07333333333333333,0.6483333333333333
2958,4700,252,88.79,0,0,Near-Prime,True,6,0.43950000000000033,0.9401880376075215,0.32559358871774374,0.597133272339128,0.5493626105519979,-984.0662229988029,0.315,2.895
22892,2254,179,93.12,0,0,Near-Prime,True,6,0.6560000000000002,0.4508901780356071,0.623932946589318,0.7607758620689656,0.6999137931034484,-504.15581507498456,0.37333333333333335,3.4433333333333334
23480,1087,47,89.8,4,80,Near-Prime,False,2,0.4899999999999999,0.21744348869773955,0.5777669533906781,0.6390532544378698,0.5879289940828402,0.0,0.0,0.0
4106,4138,128,89.62,0,0,Near-Prime,True,6,0.4810000000000002,0.8277655531106222,0.3883703340668135,0.631766805472933,0.5812254610350983,-967.8918799870175,0.3516666666666667,2.9383333333333335
11367,1753,0,92.13,0,0,Near-Prime,False,6,0.6064999999999998,0.35067013402680536,0.6193489597919583,0.7268198173263215,0.6686742319402158,0.0,0.0,0.0
4926,4626,32,93.12,0,0,Near-Prime,False,6,0.6560000000000002,0.9253850770154031,0.48158447689537925,0.7607758620689656,0.6999137931034484,0.0,0.0,0.0
25153,4401,255,90.36,5,120,Near-Prime,True,1,0.518,0.880376075215043,0.39848717743548706,0.6612339930151339,0.6083352735739231,-236.79120155913395,0.075,0.585
8672,4507,292,91.36,4,80,Near-Prime,True,2,0.568,0.9015803160632127,0.42712590518103616,0.6990950226244343,0.6431674208144796,-540.1432714115645,0.16833333333333333,1.2366666666666666
27347,4457,161,93.02,0,0,Near-Prime,True,6,0.6509999999999998,0.8915783156631326,0.48822650530106004,0.7574284170718529,0.6968341437061047,-1117.47644637095,0.37833333333333335,3.445
15489,1214,258,91.24,0,0,Near-Prime,True,6,0.5619999999999997,0.24284856971394278,0.620545429085817,0.69466515323496,0.6390919409761633,-207.78986141361293,0.35333333333333333,3.215
4887,3635,90,91.25,4,80,Near-Prime,True,2,0.5625,0.7271454290858171,0.47560637127425487,0.6950354609929078,0.6394326241134752,-322.7772768020865,0.13166666666666665,1.28
30352,732,347,88.43,0,0,Near-Prime,True,6,0.4215000000000003,0.14642928585717144,0.5511212142428488,0.5815602836879435,0.5350354609929081,-72.94832927451125,0.31,2.845
24474,521,285,93.05,0,0,Near-Prime,True,6,0.6524999999999999,0.10422084416883377,0.7254837467493498,0.7584345479082321,0.6977597840755735,-22.818091486875026,0.3616666666666667,3.513333333333333
14600,2525,209,90.78,0,0,Near-Prime,True,6,0.539,0.5051010202040408,0.5257696939387878,0.6774008050603796,0.6232087406555492,-517.1890984155518,0.33666666666666667,3.1883333333333335
7683,2945,304,91.47,3,40,Near-Prime,True,3,0.5734999999999999,0.589117823564713,0.5247146529305861,0.7031294051310967,0.646879052720609,-385.07843384133224,0.2,1.7966666666666666
14319,4295,229,89.12,4,80,Near-Prime,True,2,0.45600000000000024,0.8591718343668734,0.3614484496899381,0.6111111111111113,0.5622222222222224,-468.129261384008,0.15333333333333332,1.0916666666666666
17502,2220,304,94.98,4,80,Near-Prime,True,2,0.7490000000000002,0.4440888177635527,0.6910733546709342,0.8199076449461263,0.7543150333504363,-203.28857908998867,0.15,1.505
20483,2411,150,91.9,3,40,Near-Prime,True,3,0.5950000000000003,0.4822964592918584,0.5718110622124427,0.7186629526462398,0.6611699164345406,-252.92684969898096,0.17333333333333334,1.84
28256,2047,240,94.29,5,120,Near-Prime,True,1,0.7145000000000004,0.40948189637927584,0.6773054310862174,0.7986419430660749,0.7347505876207889,-101.27036662593214,0.08,0.75
13614,3457,207,92.99,0,0,Near-Prime,True,6,0.6494999999999997,0.6915383076615323,0.54718850770154,0.756420654230873,0.6959070018924032,-892.5009960332183,0.395,3.345
18761,1591,33,93.65,5,120,Near-Prime,False,1,0.6825000000000003,0.31826365273054613,0.6822709041808364,0.7782204515272246,0.7159628154050467,0.0,0.0,0.0
21174,2052,66,93.18,0,0,Near-Prime,True,6,0.6590000000000004,0.41048209641928385,0.638155371074215,0.7627756858526091,0.7017536309844005,-483.67633906447423,0.3983333333333333,3.4616666666666664
26357,802,2,91.24,0,0,Near-Prime,False,6,0.5619999999999997,0.16043208641728346,0.6452703740748147,0.69466515323496,0.6390919409761633,0.0,0.0,0.0
30213,2630,207,88.48,4,80,Near-Prime,True,2,0.4240000000000002,0.5261052210442089,0.43896843368673744,0.5837438423645321,0.5370443349753696,-174.49576562482693,0.105,1.0683333333333334
1976,2698,81,92.42,4,80,Near-Prime,True,2,0.6210000000000001,0.5397079415883177,0.5727876175235047,0.7369577155409116,0.6780010982976387,-206.68816189553993,0.12166666666666667,1.3
2549,2493,24,88.76,3,40,Near-Prime,False,3,0.4380000000000003,0.4986997399479896,0.4569900780156033,0.5958485958485961,0.5481807081807084,0.0,0.0,0.0
